state,unemployment,year,Population,violent total,Murder,rape,Robbery,Aggravated assault,property total,Burglary,Larceny theft,vehicle theft
IN,9.642,1980,5461103,377.8,8.9,33.1,141.4,194.5,4552.5,1313.3,2807.1,432.2
IN,9.875,1981,5466000,341.6,7.1,29.6,129,176,4198.2,1168.8,2690,339.3
IN,11.983,1982,5471000,300.6,6.5,27.8,109,157.2,4128.9,1088.8,2713.5,326.6
IN,11.208,1983,5479000,283.8,5.2,27.5,99.9,151.1,3846,988.3,2535.7,322.1
IN,8.567,1984,5498000,305.2,5.5,25,98.9,175.9,3624.2,928,2345.2,351
IN,7.792,1985,5499000,309.4,5.8,24,92.1,187.5,3604.7,914.6,2361.5,328.5
IN,6.867,1986,5504000,307.7,6,25.9,90,185.9,3547.1,886.7,2332.9,327.5
IN,6.233,1987,5531000,328.5,5.6,29.1,88.6,205.2,3791.3,946.7,2490,354.5
IN,5.258,1988,5575000,380,6.4,31,89,253.5,3770,935.2,2481.3,353.5
IN,4.842,1989,5593000,406.5,6.3,32.3,101.4,266.5,4033.5,969.1,2673.2,391.1
IN,5.292,1990,5544159,473.9,6.2,37.9,101.3,328.4,4209.4,943.3,2827.1,439
IN,5.983,1991,5610000,505.3,7.5,41.3,116,340.5,4312.5,977.1,2870.6,464.8
IN,6.542,1992,5662000,508.5,8.2,42.4,122.2,335.7,4178.5,952.1,2776.1,450.3
IN,5.383,1993,5713000,489.1,7.5,39.1,119.8,322.6,3976,852,2695.9,428.1
IN,4.875,1994,5752000,525.1,7.9,35.6,130.2,351.5,4067.7,850.5,2782.4,434.8
IN,4.583,1995,5803000,524.7,8,33.3,135.2,348.3,4106.8,821.6,2819.5,465.7
IN,4.067,1996,5841000,537,7.2,34.1,124.1,371.6,3961.2,783.8,2752.6,424.9
IN,3.525,1997,5864000,514.6,7.3,32.9,132.4,342.1,3951.6,821.7,2701.9,428
IN,3.092,1998,5899000,431,7.7,33.1,111.2,279,3738.4,789.2,2590.1,359.2
IN,3.042,1999,5942901,374.6,6.6,27,109.3,231.7,3391.4,714.5,2335.5,341.4
IN,3.1,2000,6080485,349.1,5.8,28.9,103.3,211.1,3402.8,676.1,2379.9,346.8
IN,4.25,2001,6126743,371.1,6.7,28,117,219.3,3452.9,697.9,2404.1,350.9
IN,5.192,2002,6156913,357.3,5.9,29.9,107.4,214.1,3394,692,2372.5,329.5
IN,5.283,2003,6199571,352.3,5.5,27.7,103.2,215.9,3355.7,670.7,2349.9,335
IN,5.358,2004,6226537,325.9,5.1,29,102.4,189.5,3403.6,677.2,2387.7,338.7
IN,5.492,2005,6266019,324,5.7,29.6,108.7,180,3460,698.3,2414,347
IN,5.033,2006,6313520,321.6,5.7,28.7,113.6,173.5,3449.5,721.3,2386.2,342
IN,4.567,2007,6345289,335.8,5.5,27.4,123.6,179.3,3370.8,732.6,2332.4,305.8
IN,5.883,2008,6376792,337.6,5,26.8,118.9,186.8,3350.3,765.4,2310.5,274.4
IN,10.308,2009,6423113,334,4.9,25.2,114.4,189.5,3112.3,761,2135.9,215.4
IN,10.375,2010,6490622,323.3,4.1,27.1,101.1,191,3070.2,748.3,2113.9,208
IN,9.108,2011,6516353,331.8,4.7,27,107.1,193,3161.5,776.1,2158.1,227.4
IN,8.333,2012,6537782,344.8,4.7,25.4,101,213.8,3028.5,729.4,2090.4,208.6
IN,7.658,2013,6570713,359.6,5.4,24.7,108.3,211.8,2853.1,650.7,1986.6,215.9
IN,5.967,2014,6596855,365.3,5,24.5,104.5,222.6,2649.4,559.3,1880,210.1
IA,4.017,1976,2870000,132.9,2.3,10.7,41.1,78.7,3918.6,827.1,2884.6,206.9
IA,3.9,1977,2879000,144,2.3,10.6,41.2,89.8,3717.5,812.5,2685.1,219.9
IA,3.867,1978,2896000,161.4,2.6,10.4,46.9,101.6,3818.7,870.6,2712.9,235.1
IA,4.208,1979,2903000,181.2,2.2,11,50.2,117.7,4120.6,922.1,2928.8,269.7
IA,6.017,1980,2907804,200.4,2.2,14.3,54.9,129,4546.4,1079.5,3219.1,247.8
IA,6.575,1981,2897000,204.2,2.6,13.4,53.6,134.5,4512.4,1067.5,3221.7,223.2
IA,8.508,1982,2905000,172.7,2.3,12.5,36.2,121.8,3963.8,947.8,2842.3,173.7
IA,8.117,1983,2905000,181.1,2.3,12.6,41,125.2,3737.9,915.6,2664.4,157.9
IA,6.983,1984,2910000,198.7,2,12.9,38.3,145.5,3600.9,871.4,2571.1,158.4
IA,7.475,1985,2884000,211.7,1.9,12.6,41.2,156.1,3731.2,913.6,2664.2,153.4
IA,6.767,1986,2851000,235.1,1.8,12.5,42,178.8,3915.6,956,2801.3,158.3
IA,5.5,1987,2834000,231.2,2.1,11.9,36.2,181.1,3909,917.8,2840.1,151.1
IA,4.508,1988,2834000,256.8,1.7,15.7,39.9,199.5,3819.8,854.3,2803.4,162.2
IA,4.192,1989,2840000,266.3,1.9,16.2,39,209.2,3815.1,846.9,2809.9,158.3
IA,4.4,1990,2776755,299.7,1.9,18.4,39.2,240.1,3801.2,808.4,2822.9,169.9
IA,4.675,1991,2795000,303.3,2,20.9,45,235.4,3830.7,832.5,2827.5,170.7
IA,4.475,1992,2812000,278,1.6,18.8,39.6,218,3679.2,753.8,2766.3,159.1
IA,4.05,1993,2814000,325.5,2.3,24.4,53.9,244.8,3521,730.7,2599.4,190.8
IA,3.525,1994,2829000,315.1,1.7,23.5,46.9,243,3339.5,667.1,2492.3,180.1
IA,3.45,1995,2842000,354.4,1.8,21.8,53,277.8,3747.5,757.5,2767.2,222.8
IA,3.533,1996,2852000,272.5,1.9,19.7,45.1,205.9,3376.4,664.6,2520.8,191.1
IA,3.125,1997,2852000,310,1.8,20.3,55.9,232,3505.8,771.5,2500,234.3
IA,2.758,1998,2862000,311.5,1.9,25.4,50.9,233.3,3189.1,673.7,2306.6,208.7
IA,2.583,1999,2869413,280,1.5,27.2,36.6,214.7,2943.6,592.9,2171.7,179
IA,2.625,2000,2926324,266.4,1.6,23.1,36.6,205.1,2967.3,558.4,2225.2,183.6
IA,3.317,2001,2931967,268.2,1.7,22.1,39.4,205.1,3023,575.9,2259.4,187.8
IA,3.992,2002,2935840,285.7,1.5,27.1,39.8,217.2,3163.6,635,2330.2,198.3
IA,4.508,2003,2941976,277.9,1.7,27.1,38.4,210.7,2976,595.3,2189,191.7
IA,4.5,2004,2952904,287.8,1.5,26.5,39.3,220.6,2904.8,607.1,2106.9,190.8
IA,4.258,2005,2965524,293,1.3,28.6,38.9,224.5,2845,611.9,2048,186
IA,3.7,2006,2982085,285.7,1.8,29.2,43.9,210.8,2823.6,609,2045.5,169.1
IA,3.692,2007,2988046,300.2,1.3,32.5,44.4,222,2648.3,574.8,1908.2,165.3
IA,4.208,2008,3002555,288.1,2.6,31.2,41.6,212.8,2440.4,552.8,1741.8,145.7
IA,6.408,2009,3007856,282.1,1.3,29.6,39.9,211.3,2329.9,545.9,1654.2,129.8
IA,6.017,2010,3050202,268.5,1.2,28.9,33.2,205.2,2253.6,549,1580,124.6
IA,5.55,2011,3064097,257.3,1.4,28.3,26.9,200.7,2351.2,573.5,1647.2,130.5
IA,5.058,2012,3075039,265.6,1.6,29.3,31.3,203.4,2288,559.4,1597.2,131.4
IA,4.758,2013,3092341,273,1.3,28.2,30.3,204.8,2198.2,514.8,1545.9,137.6
IA,4.242,2014,3107126,273.5,1.9,26.6,33.6,201.6,2093.8,464.4,1495.8,133.6
KS,4.208,1976,2310000,282.6,4.5,21.9,85.8,170.4,4495.8,1325.5,2938.1,232.3
KS,3.917,1977,2326000,309.8,6.6,22,100.7,180.5,4254,1270.4,2739.3,244.3
KS,3.125,1978,2348000,318.2,5.7,25,93.7,193.8,4225.9,1286.8,2691.4,247.7
KS,3.208,1979,2369000,353.6,5.5,26.4,102.3,219.4,4542.2,1329.8,2938.9,273.5
KS,4.45,1980,2354783,389.3,6.9,31.5,113.1,237.8,4989.5,1521.4,3196.4,271.7
KS,4.308,1981,2381000,369.4,6.3,30.8,109.7,222.6,5034.9,1544.2,3235.6,255.1
KS,6.267,1982,2408000,335.9,5.7,24.8,87,218.4,4616.1,1344.8,3048.8,222.5
KS,5.875,1983,2425000,326.6,5.6,25.9,84,211,4203.2,1167.8,2834.4,201
KS,4.9,1984,2438000,334.2,3.7,27.4,71.6,231.5,4005.2,1049.1,2749.3,206.8
KS,5.092,1985,2450000,355.8,4.9,29.3,78.7,242.7,4019.3,1050.6,2752.4,216.4
KS,5.317,1986,2461000,368.8,4.4,32.9,79.6,251.9,4453.8,1187.7,3008.1,258
KS,4.85,1987,2476000,360.7,4.4,32.6,82.1,241.6,4543.1,1138,3152,253.2
KS,4.542,1988,2487000,365.2,3.4,31.3,85.9,244.6,4514.7,1179,3093.2,242.5
KS,4.175,1989,2513000,400.8,5.5,36.5,99.8,259.1,4582,1188.7,3096,297.4
KS,4.292,1990,2477574,447.7,4,40.4,117.6,285.7,4745.4,1166.5,3243.5,335.4
KS,4.408,1991,2495000,499.6,6.1,44.8,138.4,310.3,5034.7,1306.7,3377.1,351
KS,4.483,1992,2523000,510.8,6,41.3,129.9,333.7,4809.1,1293.7,3191.7,323.8
KS,4.967,1993,2531000,496.4,6.4,40.1,123.6,326.3,4478.9,1132.2,3024,322.7
KS,4.892,1994,2554000,443,6.7,41.3,115.1,279.9,4404,1121.2,2954.5,328.2
KS,4.4,1995,2565000,420.7,6.2,36.6,108.2,269.8,4466.2,1068.4,3074.3,323.5
KS,4.25,1996,2572000,413.8,6.6,42.6,96.3,268.3,4268,981.3,3038.3,248.4
KS,3.767,1997,2595000,429.7,5.8,45.4,97.7,280.8,4722.7,936.1,3538.5,248.1
KS,3.525,1998,2629000,417.3,6.6,42.9,87,280.9,4454.7,950.3,3245.7,258.7
KS,3.267,1999,2654052,382.8,6,40.1,77.1,259.5,4055.8,824.2,3003.8,227.9
KS,3.583,2000,2688418,389.4,6.3,38,76.2,269,4019.4,799.1,2978.6,241.6
KS,4.217,2001,2702125,403.7,3.4,35,89.7,275.7,3905.7,759.2,2851,295.5
KS,5.033,2002,2711769,377.2,2.9,38.2,79.8,256.3,3716,725.7,2724.3,266
KS,5.508,2003,2724786,397.5,4.6,39.8,82.5,270.6,4010.4,806.4,2916.6,287.4
KS,5.45,2004,2733697,377.9,4.5,41.8,66.3,265.4,4015.5,737,2967.2,311.3
KS,5.025,2005,2748172,389,3.7,40,65.3,280.4,3806,692.4,2774,340
KS,4.383,2006,2764075,432.7,4.5,46.3,67.9,314,3772,726.7,2729.7,315.6
KS,4.267,2007,2775997,458.6,3.8,46.4,72.8,335.6,3709,737.1,2662.1,309.8
KS,4.6,2008,2802134,412.3,4,43.8,60,304.6,3386.1,701.3,2420.5,264.3
KS,6.858,2009,2818747,406.6,4.4,41.8,63.4,296.9,3225.9,690.8,2323.7,211.4
KS,7.058,2010,2859143,370.8,3.4,40.1,53.8,273.5,3116.6,675.6,2230.5,210.6
KS,6.492,2011,2870386,355.7,3.9,39.1,50.4,262.3,3088.6,651.9,2203.8,232.9
KS,5.733,2012,2885398,356.7,2.9,38.3,51.7,263.7,3156.1,654.1,2267,234.9
KS,5.292,2013,2895801,342.8,4,34.6,46.2,247.8,2959.6,603.5,2125.7,230.4
KS,4.525,2014,2904021,348.6,3.1,37,46.9,250,2735.2,545,1952.4,237.8
KY,5.4,1976,3428000,262.2,10.6,17.8,98.7,135.1,3034.7,930.2,1857.7,246.8
KY,4.85,1977,3458000,233.6,10.1,19.1,81.1,123.3,2779.8,872.2,1662.1,245.4
KY,5.158,1978,3498000,223.2,9,20.7,81.3,112.1,2799.9,884.6,1664.7,250.6
KY,5.525,1979,3527000,248,9.5,20.4,92.1,126.1,2935.9,909.6,1770.1,256.2
KY,7.942,1980,3641479,266.7,8.8,19.2,95.2,143.5,3167.1,1040.8,1875.5,250.7
KY,8.625,1981,3661000,289.5,8.4,20.9,100.7,159.5,3242,1062.4,1944.7,235
KY,10.783,1982,3667000,315,9.7,20,97.3,188,3253.4,1029.1,1991.3,233.1
KY,11.4,1983,3714000,322.2,9.8,22,87.1,203.3,3112.6,977,1920.4,215.2
KY,9.267,1984,3723000,277.8,6.6,22.2,70.7,178.4,2680.7,785.2,1715.3,180.2
KY,9.208,1985,3726000,305.5,6.9,21.6,75.7,201.3,2641.7,771.3,1677.2,193.2
KY,9.4,1986,3728000,334.4,6.7,23.1,82.5,222.2,2757.8,824.2,1740.4,193.2
KY,8.475,1987,3727000,337.8,7.5,21,90.2,219.1,2932.2,847.1,1892.5,192.7
KY,7.625,1988,3721000,330.1,6.2,22.4,74.3,227.3,2804.7,826.3,1792.8,185.5
KY,6.367,1989,3727000,356.9,7.9,24.6,76.1,248.3,2960.2,819.1,1921.4,219.8
KY,5.967,1990,3685296,390.4,7.2,29,69.1,285.2,2909.1,766.9,1942.7,199.4
KY,7.283,1991,3713000,438,6.8,35.4,83.1,312.7,2920.3,796.6,1909.1,214.6
KY,6.883,1992,3755000,535.5,5.8,32.2,87.2,410.4,2788.1,729.1,1842.5,216.5
KY,6.233,1993,3789000,462.7,6.6,34.3,90.4,331.4,2797,740.1,1840.7,216.2
KY,5.392,1994,3827000,444,6.4,35.3,93.9,308.4,2893.3,750.4,1919.2,223.6
KY,5.417,1995,3860000,364.7,7.2,31.9,103.7,222,2987,735.5,1992.4,259.1
KY,5.467,1996,3884000,320.5,5.9,31.7,93.8,189.2,2845.8,688.4,1896.3,261.1
KY,5.342,1997,3908000,316.9,5.8,33.4,90.7,187,2810.1,681.6,1880.4,248.1
KY,4.608,1998,3936000,328,6,28.1,88.1,205.7,2787.6,711.3,1828.5,247.8
KY,4.5,1999,3960825,308.3,5.1,29,78.4,195.8,2645.1,635.7,1785.5,223.9
KY,4.175,2000,4041769,294.5,4.8,27,80.6,182.2,2665.2,626.2,1809.6,229.5
KY,5.167,2001,4068816,258.3,4.4,25.8,80.3,147.7,2638.5,662.7,1756,219.8
KY,5.692,2002,4089822,271.4,4.7,26.6,76.6,163.6,2655.1,657.5,1769.7,227.9
KY,6.125,2003,4118189,248.5,4.4,27.3,78.3,138.5,2510.1,632.2,1677.5,200.4
KY,5.4,2004,4141835,245.1,5.7,29.9,78.9,130.6,2540.2,625.4,1703,211.8
KY,5.883,2005,4172608,267,4.6,34.1,88.4,139.8,2531,634.1,1686,211
KY,5.7,2006,4206074,270.1,4.1,31.2,91.5,143.3,2601.7,662.5,1716.5,222.6
KY,5.4,2007,4241474,290.7,4.9,32.2,95.9,157.7,2546,655.9,1685.5,204.6
KY,6.408,2008,4269245,297.2,4.7,34.1,95.6,162.8,2681.8,692.3,1810.1,179.4
KY,10.35,2009,4314113,255,4.3,35.5,84.4,130.8,2524.6,692.6,1690.7,141.3
KY,10.208,2010,4347223,243.9,4.3,33.1,86.2,120.3,2557.3,700.3,1713.5,143.5
KY,9.4,2011,4366814,239.6,3.5,34.3,84.8,117,2725.9,750,1822.5,153.5
KY,8.158,2012,4379730,224.9,4.6,30,81,109.4,2575.5,682.2,1739.8,153.5
KY,8.008,2013,4399583,210.9,3.9,21.6,73.8,95.8,2374,598.5,1637.6,137.9
KY,6.458,2014,4413457,211.6,3.6,20,75.6,99.8,2246.9,526.7,1577.1,143.2
LA,6.692,1976,3841000,472.8,13.2,26.8,124.3,308.5,3888.2,1140.6,2447,300.6
LA,7.075,1977,3921000,524.8,15.5,30.9,142.9,335.5,3973.1,1165.5,2469.9,337.7
LA,6.8,1978,3966000,584.9,15.8,34.8,173.7,360.7,4207.4,1275.5,2570.3,361.6
LA,6.567,1979,4026000,676.3,16.9,38.6,219.4,401.4,4682.4,1396.8,2877.7,407.9
LA,6.85,1980,4199542,665,15.7,44.5,197,407.8,4788.8,1523.9,2888.4,376.5
LA,8.392,1981,4305000,638.3,15.6,41.4,202,379.2,4629.4,1434.5,2832.9,362
LA,10.283,1982,4362000,669.1,16,39.9,212.6,400.6,4642.1,1424.8,2881.7,335.6
LA,11.542,1983,4438000,640.9,14.2,39.9,190,396.8,4385.7,1292.5,2782.6,310.6
LA,10.067,1984,4462000,678,12.9,41.8,190.5,432.8,4432.5,1226.2,2898.9,307.5
LA,11.558,1985,4481000,694.2,10.9,39.8,190.3,453.3,4869.3,1323.9,3163.1,382.3
LA,12.758,1986,4501000,758.2,12.8,40.1,223.8,481.6,5319.8,1460.8,3417.4,441.6
LA,12.133,1987,4461000,693,11.1,35.9,179,467,5180.2,1444.5,3323.2,412.5
LA,10.842,1988,4420000,717.4,11.6,38.5,209,458.3,5043.3,1444.4,3148,450.9
LA,7.967,1989,4382000,781.8,14.9,38.2,237.3,491.4,5459.5,1464.7,3473.5,521.3
LA,6.192,1990,4219973,898.4,17.2,42.2,269.8,569.2,5588.2,1437.9,3548.6,601.7
LA,7.275,1991,4252000,951,16.9,40.9,278.9,614.3,5473.5,1411.5,3488.6,573.4
LA,8.033,1992,4287000,984.6,17.4,42.3,271.4,653.4,5561.9,1366.3,3567.5,628.1
LA,7.625,1993,4295000,1061.7,20.3,42.3,283.6,715.4,5784.9,1368.3,3802.9,613.7
LA,7.85,1994,4315000,981.9,19.8,44.6,267.2,650.3,5689.2,1279,3802.6,607.6
LA,6.992,1995,4342000,1007.4,17,42.7,268.6,679,5668.6,1231.7,3838.5,598.4
LA,6.608,1996,4351000,929.1,17.5,41.5,276.6,593.5,5909.7,1295.8,3982.3,631.6
LA,6.017,1997,4352000,855.9,15.7,41.3,239.1,559.7,5593.4,1239.3,3748,606
LA,5.683,1998,4369000,779.5,12.8,36.8,198,531.9,5318.8,1172.1,3605.1,541.6
LA,5.067,1999,4372035,732.7,10.7,33.1,173.6,515.2,5014.1,1092.7,3425.2,496.2
LA,5.3,2000,4468976,681.1,12.5,33.5,168.5,466.6,4741.7,1035.8,3229.9,475.9
LA,5.742,2001,4470368,686.3,11.2,31.4,175.9,467.7,4646,1039.1,3121.8,485.1
LA,6.158,2002,4476192,663.3,13.2,34.2,159.1,456.7,4442.1,1013.1,2978,451
LA,6.417,2003,4493665,636.9,13,35.6,156,432.4,4310.5,991.9,2881.2,437.4
LA,5.925,2004,4506685,640,12.7,35.9,145.7,445.8,4419.1,1006.5,2975.1,437.4
LA,7.125,2005,4507331,597,10,31.5,118.4,436.6,3696,873.7,2504,319
LA,4.467,2006,4287768,721.2,12.9,37,138.3,533,4080.8,1089.2,2626.2,365.4
LA,4.258,2007,4293204,740.4,14.6,33.2,147.1,545.5,4204.7,1093.2,2755.3,356.2
LA,4.9,2008,4410796,671.4,12.3,28.3,141.5,489.2,3880.9,1032.1,2541.3,307.5
LA,6.817,2009,4492076,642.9,11.8,30.1,136.9,464.1,3842.7,1044.7,2540.1,258
LA,7.95,2010,4545343,555.3,11,27.1,116.5,400.7,3644.8,999.6,2425.8,219.3
LA,7.808,2011,4574766,554.6,11.1,27.6,114.4,401.6,3683.9,1010.8,2473.9,199.2
LA,7.075,2012,4602134,496.3,10.6,25.1,118.6,342,3534.7,913.4,2450.3,171.1
LA,6.717,2013,4629284,521.2,10.7,27,119.7,352.8,3578.9,890.3,2490.7,198
LA,6.367,2014,4649676,514.7,10.3,21.3,122.5,352.4,3458.8,824.5,2421.6,212.7
ME,8.7,1976,1070000,220,2.7,9.9,37.9,169.4,3864.4,1313.2,2337.5,213.7
ME,8.258,1977,1085000,224.7,2.4,13.5,38.7,170,3850.7,1253.1,2350.7,246.9
ME,6.433,1978,1091000,207.7,2.7,11.1,32.9,161,3930.8,1241.2,2436.2,253.3
ME,6.808,1979,1097000,202.5,2.8,11.9,31.8,155.9,4104.8,1147.9,2719.1,237.9
ME,7.608,1980,1123670,193.4,2.8,12.9,30.8,146.8,4174.2,1182.8,2772.3,219.1
ME,7.375,1981,1132000,195.6,3.2,12.8,32.5,147.1,4047.7,1243.9,2610,193.8
ME,8.383,1982,1133000,163,2.1,13.4,30.5,117,3696.7,1047,2459.2,190.6
ME,8.325,1983,1146000,159.6,2.1,16.8,27.1,113.5,3521.6,996.1,2357.9,167.5
ME,6.242,1984,1156000,158.5,1.7,13.4,26.4,117,3368.9,888.1,2319.3,161.4
ME,5.517,1985,1164000,167.5,2.4,14.3,24.4,126.4,3504.2,911.3,2427.8,165.1
ME,5.292,1986,1174000,147,2,14.8,27.9,102.3,3314.2,803.5,2346.5,164.2
ME,4.392,1987,1187000,152.1,2.5,15.7,25.6,108.3,3380.1,770.7,2436.1,173.4
ME,3.642,1988,1206000,157.4,3.1,18.6,25.8,110,3420.3,816.9,2398.7,204.7
ME,4.017,1989,1222000,137.2,3.2,18.7,24,91.2,3446.5,802.8,2460.5,183.2
ME,5.3,1990,1227928,143.2,2.4,19.7,25.1,96,3554.5,823,2554.9,176.6
ME,7.533,1991,1235000,132.1,1.2,21.9,22.7,86.3,3635.6,902.5,2569.8,163.3
ME,7.325,1992,1235000,130.9,1.7,23.8,23.3,82,3392.7,822.3,2426.4,144
ME,7.25,1993,1239000,125.7,1.6,26.6,21.3,76.3,3028.2,719,2174.7,134.4
ME,7.008,1994,1240000,129.9,2.3,25.6,22.4,79.6,3142.8,720.8,2278.8,143.2
ME,5.983,1995,1241000,131.4,2,21.4,26.9,81.1,3153.3,726.4,2292,134.8
ME,5.217,1996,1243000,124.9,2,20.9,23.5,78.5,3269.2,748.4,2377.9,142.9
ME,5.058,1997,1242000,120.8,2,20.5,20.7,77.6,3011,663.5,2215.2,132.2
ME,4.508,1998,1244000,125.9,2.1,18.1,21.1,84.6,2914.9,666.8,2126.8,121.3
ME,3.958,1999,1253040,112,2,19.1,19.4,71.6,2762.7,601.1,2026.4,135.2
ME,3.367,2000,1274923,109.6,1.2,25.1,19.4,63.9,2510.2,531.4,1875.1,103.7
ME,3.833,2001,1284470,111.7,1.5,25.4,20.6,64.3,2581.1,537,1914,130.1
ME,4.35,2002,1294894,107.8,1.1,29.1,20.9,56.8,2547.3,537.9,1899.1,110.4
ME,4.975,2003,1309205,108.6,1.2,27,22.1,58.3,2450.2,502.5,1836.5,111.2
ME,4.658,2004,1314985,103.7,1.4,24,22,56.4,2413.7,482.2,1832.4,99.1
ME,4.883,2005,1318220,112,1.4,24.7,24.5,61.8,2419,479.7,1837,102
ME,4.583,2006,1321574,116,1.7,25.8,29,59.5,2546.8,518,1926.9,101.9
ME,4.667,2007,1317207,118.8,1.5,29.8,26.5,61,2448.3,512.1,1839.3,96.9
ME,5.5,2008,1316456,119.4,2.4,28.8,25.3,63,2463.7,498.2,1875.9,89.6
ME,8.092,2009,1318301,119.9,2,28.4,30.3,59.2,2405.1,510.4,1817.1,77.5
ME,8.15,2010,1327379,122.1,1.8,29.3,31,60,2478.6,554.8,1849.3,74.5
ME,7.917,2011,1328544,123.3,2,29.7,27.9,63.8,2546.3,592,1873.2,81.1
ME,7.475,2012,1328501,122.4,2,28,31.6,60.8,2514,562.7,1876.6,74.6
ME,6.667,2013,1328702,132.5,1.8,27.5,25.2,68.3,2292,487.7,1735.8,68.6
ME,5.625,2014,1330089,127.8,1.6,27.1,22.9,66.9,1986.4,378.2,1548.2,60.1
MD,6.633,1976,4144000,633.4,8.5,32,295.5,297.4,5031,1359.9,3242.2,428.9
MD,6.317,1977,4139000,693.8,8,34.8,292.1,358.9,5006.2,1400,3177.7,428.5
MD,5.508,1978,4143000,732,8.2,35.6,309.6,378.6,5081.6,1421.8,3235,424.8
MD,5.792,1979,4149000,795.5,9.8,39.4,331.2,415.2,5499.1,1509.5,3502,487.6
MD,6.567,1980,4192211,852.4,9.5,40.1,392.7,410.1,5777.7,1698,3629.2,450.5
MD,7.267,1981,4261000,887.1,9.9,38.8,424.4,414,5670.6,1660.2,3576.7,433.7
MD,8.283,1982,4265000,850,10.1,37.4,360.5,441.9,5162.3,1419.6,3350.6,392.1
MD,7.025,1983,4304000,807.1,8.5,32.8,347.4,418.4,4549.9,1224.4,2961,364.5
MD,5.358,1984,4349000,792.3,8.1,37.7,301.1,445.3,4422.3,1183.8,2841.3,397.2
MD,4.6,1985,4392000,834.6,7.9,38.7,302.2,485.8,4538.2,1206.6,2870.6,461
MD,4.558,1986,4463000,833,9,43.6,304,476.4,4768.8,1245.6,2977.9,545.2
MD,4.358,1987,4535000,767.8,9.6,39.6,290.3,428.3,4709.8,1162.5,2965.5,581.8
MD,4.25,1988,4644000,806.8,9.7,37.1,301.3,458.7,4897.9,1178.6,3047.1,672.1
MD,3.808,1989,4694000,855.4,11.6,38,332.1,473.7,4707.2,1123.5,2919.5,664.2
MD,4.467,1990,4781468,919,11.5,45.7,363.8,497.9,4911.5,1119.9,3082.9,708.7
MD,6.108,1991,4860000,956.2,11.7,45.9,407.1,491.5,5253.1,1157.6,3364.7,730.8
MD,6.8,1992,4908000,1000.1,12.1,46.4,429,512.6,5224.5,1131.2,3366.8,726.4
MD,6.175,1993,4965000,997.8,12.7,44,434.7,506.4,5108.7,1132.8,3292.5,683.4
MD,5.283,1994,5006000,948,11.6,40.7,402.5,493.3,5174.6,1043.4,3368.1,763
MD,5.033,1995,5042000,986.9,11.8,42.2,423.1,509.7,5307.9,1057.5,3532.8,717.6
MD,5.05,1996,5072000,931.2,11.6,37.6,393.2,488.8,5130.7,992.3,3427,711.4
MD,4.958,1997,5094000,846.6,9.9,35.6,336.8,464.4,4806.5,940.7,3263.8,602
MD,4.408,1998,5135000,796.6,10,33.4,298.7,454.5,4569.1,922.9,3096.8,549.4
MD,3.575,1999,5171634,743.4,9,30,263.7,440.8,4176.1,835.9,2848.2,492
MD,3.583,2000,5296486,786.6,8.1,29.1,256,493.3,4029.5,744.4,2745.7,539.5
MD,4.025,2001,5386079,781.4,8.3,26.9,251.1,495.1,4075.5,771.5,2709.5,594.6
MD,4.442,2002,5450525,770.8,9.4,25.1,246.2,490.1,3983.2,729.6,2629.5,624.2
MD,4.433,2003,5512310,703.5,9.5,24.6,241.3,428,3799.1,701,2437.7,660.4
MD,4.258,2004,5561332,700.6,9.4,23.7,229.7,437.9,3640.7,660,2335.6,645.2
MD,4.133,2005,5589599,704,9.9,22.6,257.2,414.6,3551,642.7,2299,610
MD,3.858,2006,5615727,678.6,9.7,21,256,392,3481,667,2270.4,543.5
MD,3.442,2007,5618344,641.9,9.9,21,236,375.1,3431.5,660.2,2265.9,505.4
MD,4.208,2008,5633597,628.2,8.8,20,234.4,365.1,3517.6,689.6,2378.3,449.7
MD,7,2009,5699478,590,7.7,20.3,210.7,351.3,3198.5,647.5,2206.7,344.2
MD,7.642,2010,5785681,546.3,7.4,21.2,191.1,326.7,2995.5,634.4,2049.5,311.6
MD,7.25,2011,5839572,493.5,6.8,20.5,177.1,289,2857.2,613.5,1968.5,275.2
MD,6.958,2012,5884868,477.3,6.3,21,172.9,277,2758.1,574.4,1929.5,254.1
MD,6.575,2013,5938737,475.4,6.5,19.9,169.2,271.5,2659.1,538,1895.2,225.9
MD,5.8,2014,5976407,446.1,6.1,19.1,159.7,253.2,2507.5,468.7,1819.6,219.2
MA,9.617,1976,5809000,399.2,3.3,17.7,180.2,198,5421.7,1662.1,2446.8,1312.7
MA,7.792,1977,5782000,425.3,3.1,20.8,169.9,231.6,4983.7,1532.2,2311.3,1140.1
MA,6.225,1978,5774000,462,3.7,22.6,172.3,263.3,4888.5,1515.1,2277.8,1095.6
MA,5.508,1979,5769000,531.3,3.7,24.8,203.2,299.6,5386.7,1604.6,2637.1,1144.9
MA,5.633,1980,5728288,601.3,4.1,27.3,235.5,334.4,5477.8,1740.4,2685.8,1051.6
MA,6.467,1981,5770000,628.6,3.6,27.4,270.9,326.7,5206.7,1647.8,2559.6,999.3
MA,7.717,1982,5781000,571.4,3.8,25.3,213.8,328.5,4932.4,1422.1,2541.7,968.6
MA,6.758,1983,5767000,576.8,3.5,25.9,208.5,338.9,4434,1253.5,2321.5,858.9
